DatasetName,BaseModel,Stereotype,Epoch,TestAcc,TestBAcc,TestmaF1,TestBmaF1,DevmaF1,TestDevmaF1,FactualKeywordFairness,CounterfactualKeywordFairness,Batch,NGRAM
Economy,TextRCNN,Keyword,7,0.790268456375839,0.8070469798657718,0.6199270463995102,0.578202406227884,0.5860069578662543,0.5573575360809403,20.470114576424063,18.71826962588377,1,2
Amazon,TextRCNN,Idiom,5,0.6983333333333334,0.6966666666666667,0.6976269563062599,0.6962583028293595,0.7053571428571428,0.7157539209238555,16.271142098195984,16.32216262588076,1,1
Amazon,TextRCNN,RandomMask,8,0.7216666666666667,0.7233333333333334,0.7194778143906202,0.7175301471338953,0.7092731829573935,0.6932818558989582,16.826274743046792,16.483280828170955,1,1
Amazon,TextRCNN,Noun,8,0.7416666666666667,0.74,0.7393139752936922,0.7375475274509584,0.7143326493280135,0.7307504703504983,16.44326779285728,16.446380491681715,1,1
Amazon,TextRCNN,Normal,8,0.7216666666666667,0.735,0.719131831445462,0.7310183240242365,0.7139120711817997,0.708452353868062,16.686869723031755,16.474219035965,1,1
Economy,TextRCNN,Idiom,3,0.7667785234899329,0.7919463087248322,0.6532780881829786,0.44194756554307113,0.5765517668172535,0.44183864915572235,21.576155433880274,17.494314939242784,1,1
Economy,TextRCNN,RandomMask,8,0.7953020134228188,0.7969798657718121,0.5238743812043269,0.519249101708587,0.5399173511814217,0.5009392697957175,20.60543944487076,20.60543944487076,1,1
Economy,TextRCNN,Normal,8,0.8137583892617449,0.802013422818792,0.6247255895216323,0.5500447856685861,0.5834893450762695,0.5117948717948718,20.457956675912705,19.590182177180935,1,1
Economy,TextRCNN,Noun,8,0.8087248322147651,0.7953020134228188,0.5652975047984645,0.5000962516844045,0.5292965710432121,0.49450588028787085,20.838702971752824,20.573142055335154,1,1
Amazon,TextRCNN,Keyword,8,0.7383333333333333,0.7383333333333333,0.7362755500558524,0.7362755500558524,0.7135286513230454,0.7425064930721985,16.532095557536657,16.532095557536657,1,2
Economy,TextRCNN,Keyword,8,0.8104026845637584,0.802013422818792,0.6025611519282406,0.5500447856685861,0.5494944553163731,0.5142857142857142,20.672372131452178,19.944162041333833,1,2
Amazon,TextRCNN,Idiom,6,0.71,0.71,0.7055206417619118,0.7055206417619118,0.670138888888889,0.7107236446551939,16.598494409486488,16.598494409486488,1,1
Amazon,TextRCNN,RandomMask,9,0.7333333333333333,0.7333333333333333,0.7282577927739219,0.7282577927739219,0.7246022031823746,0.7327136375630974,16.56641481136047,16.565275063703293,1,1
Amazon,TextRCNN,Noun,9,0.73,0.73,0.7266929851199515,0.7266929851199515,0.7094398078791089,0.7268926452076965,16.353025329816244,16.353025329816244,1,1
Parties,TextRCNN,Idiom,2,0.5119284294234593,0.5805168986083499,0.5080782579684597,0.5054218916740061,0.3130761351997269,0.49930502867894755,16.90320701298666,13.931398745679832,1,1
Amazon,TextRCNN,Normal,9,0.7216666666666667,0.7283333333333334,0.7164998769235993,0.7237842127708849,0.6911764705882353,0.6890496189583445,16.386893847340843,16.472897043821398,1,1
Economy,TextRCNN,Idiom,4,0.7885906040268457,0.7919463087248322,0.65833151343088,0.44194756554307113,0.5810629605213,0.44183864915572235,21.526629696166495,18.32208696747382,1,1
Economy,TextRCNN,RandomMask,9,0.7936241610738255,0.7919463087248322,0.5388476853686613,0.4787122986203199,0.5352254128849874,0.45724458568738235,20.998910654624563,20.494077626601122,1,1
Economy,TextRCNN,Normal,9,0.7969798657718121,0.7936241610738255,0.519249101708587,0.5053140879000749,0.5009392697957175,0.4954206241519674,20.83207662295001,20.747618084493023,1,1
Economy,TextRCNN,Noun,9,0.7869127516778524,0.7885906040268457,0.46955394372612913,0.4632933104631218,0.4818577648766328,0.47398607427540207,21.010524151088266,21.084856638126183,1,1
Amazon,TextRCNN,Keyword,9,0.7266666666666667,0.7266666666666667,0.7231101706361713,0.7231101706361713,0.694545831068313,0.7201484626539536,16.373977014975964,16.373977014975964,1,2
Parties,TextRCNN,Noun,3,0.5874751491053678,0.5874751491053678,0.5793280372739401,0.5793280372739401,0.3130761351997269,0.5854541079512129,13.780098703774687,13.780098703774687,1,1
Parties,TextRCNN,RandomMask,3,0.5531809145129225,0.5531809145129225,0.552893641224429,0.552893641224429,0.3130761351997269,0.5563163286698072,14.173714667170618,14.173714667170618,1,1
Parties,TextRCNN,Normal,3,0.5820079522862823,0.5820079522862823,0.5327951934639061,0.5327951934639061,0.3130761351997269,0.544278370443837,15.566582930506243,15.566582930506243,1,1
Economy,TextRCNN,Keyword,9,0.7953020134228188,0.7969798657718121,0.5294087190638914,0.535953978906999,0.5013034152780069,0.5259719566602932,20.583066760446776,20.661881579035583,1,2
Amazon,TextRCNN,Idiom,7,0.7383333333333333,0.7383333333333333,0.7381696893892016,0.7381696893892016,0.7213986013986013,0.7378782608695653,16.267725505925185,16.267725505925185,1,1
Parties,TextRCNN,Keyword,3,0.5859840954274353,0.5859840954274353,0.5855777754424574,0.5855777754424574,0.3130761351997269,0.5750495968151322,13.705872882502423,13.705872882502423,1,2
Amazon,TextRCNN,RandomMask,10,0.7333333333333333,0.7333333333333333,0.7329743321576787,0.7329743321576787,0.7265572895824997,0.7415453365607743,16.34803915720415,16.34803915720415,1,1
Amazon,TextRCNN,Noun,10,0.7316666666666667,0.7316666666666667,0.7311221890995933,0.7316659212942258,0.7290466987734173,0.7349403615813559,16.217855181070384,16.229993795768895,1,1
Amazon,TextRCNN,Normal,10,0.7316666666666667,0.74,0.7314988534500729,0.7399884439308414,0.731337555171752,0.7431935164700783,16.203456742308425,16.191594802759347,1,1
Economy,TextRCNN,Idiom,5,0.7919463087248322,0.7919463087248322,0.6015355417529331,0.44194756554307113,0.562735477994452,0.44183864915572235,21.576155433880274,19.519540226915215,1,1
Economy,TextRCNN,RandomMask,10,0.7936241610738255,0.7885906040268457,0.49280105164838967,0.47030443246903475,0.49437008710431274,0.47322206095791003,21.086910208147756,20.952777170734503,1,1
Economy,TextRCNN,Normal,10,0.7969798657718121,0.7953020134228188,0.5010481890199606,0.4937054367201426,0.4935958254269449,0.4717018960875293,21.028857915666013,20.974010640278106,1,1
Amazon,TextRCNN,Keyword,10,0.7333333333333333,0.7333333333333333,0.7332859174964438,0.7332592386774104,0.7341959427267484,0.7566423308997567,16.219611751368884,16.23296571804448,1,2
Economy,TextRCNN,Noun,10,0.7885906040268457,0.7919463087248322,0.48370596485438494,0.46469650876430535,0.4935958254269449,0.4578929044970037,21.16899006035304,21.08139094814535,1,1
Economy,TextRCNN,Keyword,10,0.7969798657718121,0.7936241610738255,0.5072933106506249,0.49914939842997397,0.4952945812544667,0.4786013116236996,20.956144980473148,20.92166127043079,1,2
Amazon,TextRCNN,Idiom,8,0.7266666666666667,0.7133333333333334,0.7266666666666667,0.7114868491680086,0.7247790587443809,0.7255658809223664,16.357826803117486,16.237004728783383,1,1
Amazon,TextRCNN,RandomMask,11,0.7333333333333333,0.7333333333333333,0.7332859174964438,0.7332859174964438,0.7308179768727778,0.7480246635461775,16.27329995877247,16.27329995877247,1,1
Amazon,TextRCNN,Noun,11,0.7416666666666667,0.7466666666666667,0.7416085285855984,0.7466666666666667,0.6949548254795088,0.7416487256059449,16.26965016655259,16.226591471520216,1,1
Amazon,TextRCNN,Normal,11,0.7316666666666667,0.7316666666666667,0.7312000000000001,0.7312000000000001,0.7399884439308414,0.7542566262945409,16.33060602157408,16.33060602157408,1,1
Economy,TextRCNN,Idiom,6,0.7550335570469798,0.7919463087248322,0.6428794221456127,0.4787122986203199,0.6064689382590125,0.4935958254269449,20.926881101803087,17.32805428189506,1,1
Economy,TextRCNN,RandomMask,11,0.7869127516778524,0.790268456375839,0.47630677690524786,0.49727041453259646,0.49715703574495124,0.4952945812544667,20.64222437910674,21.029713142219425,1,1
Economy,TextRCNN,Normal,11,0.7885906040268457,0.7885906040268457,0.477105614973262,0.49011406844106464,0.49450588028787085,0.48359232931062984,20.874304705157424,21.037533459138764,1,1
Amazon,TextRCNN,Keyword,11,0.7383333333333333,0.7466666666666667,0.7382453546886594,0.7465652927837803,0.7393139752936922,0.7666433309997667,16.198712701021943,16.211704936348774,1,2
Economy,TextRCNN,Noun,11,0.7885906040268457,0.7885906040268457,0.47030443246903475,0.47030443246903475,0.4844413944170636,0.4786013116236996,21.083237026989572,21.03162244632487,1,1
Economy,TextRCNN,Keyword,11,0.7936241610738255,0.7953020134228188,0.5113028058690594,0.5123272971160295,0.49715703574495124,0.5122164283410386,20.66244963844084,20.66244963844084,1,2
Amazon,TextRCNN,Idiom,9,0.7116666666666667,0.7116666666666667,0.707334402869138,0.707334402869138,0.6586882888501953,0.7088791848617175,16.449972403806296,16.449972403806296,1,1
Parties,TextRCNN,Idiom,3,0.5218687872763419,0.5218687872763419,0.5121487449993548,0.5121487449993548,0.3130761351997269,0.4935832197812944,15.062045877524547,15.062045877524547,1,1
Amazon,TextRCNN,RandomMask,12,0.7116666666666667,0.7116666666666667,0.7093991729914808,0.7093991729914808,0.7249030269105597,0.7444404591104734,16.28838204763569,16.28838204763569,1,1
Amazon,TextRCNN,Noun,12,0.725,0.7333333333333333,0.7237098786277032,0.7332592386774104,0.7280703976759308,0.73491090060826,16.218421299971574,16.24216209258048,1,1
Amazon,TextRCNN,Normal,12,0.7416666666666667,0.7433333333333333,0.7400717178464522,0.7418157838852812,0.7261710722131671,0.7506130066196346,16.292853966605815,16.306686515218217,1,1
Parties,TextRCNN,Noun,4,0.5462226640159046,0.5462226640159046,0.5399465904517473,0.5399465904517473,0.3130761351997269,0.5423857439358057,13.672342618536435,13.672342618536435,1,1
Parties,TextRCNN,RandomMask,4,0.5571570576540755,0.5571570576540755,0.5464596905934049,0.5464596905934049,0.3130761351997269,0.5451766671580913,13.672450637015771,13.672450637015771,1,1
Parties,TextRCNN,Normal,4,0.5636182902584493,0.5636182902584493,0.5604805281789312,0.5604805281789312,0.3130761351997269,0.5598672544898667,13.523451118640018,13.523451118640018,1,1
Economy,TextRCNN,Idiom,7,0.7583892617449665,0.8070469798657718,0.6605278146952724,0.591359769148676,0.607077083358969,0.5564253098499674,19.76632771753415,17.307784937323866,1,1
Economy,TextRCNN,RandomMask,12,0.7969798657718121,0.7969798657718121,0.5305406373075546,0.5305406373075546,0.522668127653746,0.5215801213881828,20.531230750543568,20.5486458425296,1,1
Economy,TextRCNN,Normal,12,0.7936241610738255,0.7953020134228188,0.5282837967401727,0.5400303643724697,0.4934499257548259,0.49653846153846154,20.422592974561912,20.53649042885562,1,1
Amazon,TextRCNN,Keyword,12,0.725,0.725,0.7215276039278673,0.7215276039278673,0.6926229508196722,0.7272719476041956,16.433267855752824,16.433267855752824,1,2
Economy,TextRCNN,Noun,12,0.7953020134228188,0.7953020134228188,0.5347920665387076,0.5347920665387076,0.5042199763466294,0.5071451399351687,20.351148861045736,20.351148861045736,1,1
Economy,TextRCNN,Keyword,12,0.8036912751677853,0.8036912751677853,0.5799049346048882,0.5799049346048882,0.4852941176470589,0.5366966662441374,20.18910230386244,20.18910230386244,1,2
Parties,TextRCNN,Keyword,4,0.5576540755467196,0.5576540755467196,0.5546954577285459,0.5546954577285459,0.3130761351997269,0.557560745575935,13.657983642435672,13.657983642435672,1,2
Amazon,TextRCNN,Idiom,10,0.7366666666666667,0.7366666666666667,0.7365612911831401,0.7364792741505071,0.7244752210818715,0.7348755387946009,16.253419331757677,16.248886321524868,1,1
Amazon,TextRCNN,RandomMask,13,0.7216666666666667,0.7216666666666667,0.7202297355026233,0.7202297355026233,0.7267965640058663,0.7388392857142858,16.271647090184164,16.271647090184164,1,1
Amazon,TextRCNN,Noun,13,0.7583333333333333,0.7583333333333333,0.7571995903091937,0.7571995903091937,0.65985992842886,0.7508187582746846,16.238837858188955,16.238837858188955,1,1
Amazon,TextRCNN,Normal,13,0.735,0.735,0.7324125782917601,0.7324125782917601,0.6826749075897873,0.7118228468869283,16.306275479040774,16.306275479040774,1,1
Economy,TextRCNN,RandomMask,13,0.8036912751677853,0.7936241610738255,0.5884925201380897,0.49280105164838967,0.5453734223456645,0.4935958254269449,20.931178534323454,19.96311968876889,1,1
Economy,TextRCNN,Idiom,8,0.8053691275167785,0.7986577181208053,0.5856646290303249,0.5082913950994142,0.5646536838346767,0.47246069675410335,20.745556550698808,20.208131280566203,1,1
Amazon,TextRCNN,Keyword,13,0.7466666666666667,0.7466666666666667,0.7452969301577371,0.7452969301577371,0.6975806451612903,0.7394775544505918,16.18336257653206,16.18336257653206,1,2
Economy,TextRCNN,Normal,13,0.7919463087248322,0.7919463087248322,0.4982074959261271,0.4982074959261271,0.4624807050739431,0.48359232931062984,20.909818718946664,20.909818718946664,1,1
Economy,TextRCNN,Noun,13,0.7869127516778524,0.7869127516778524,0.4828615739886723,0.47630677690524786,0.4926903321063905,0.48022283324740794,20.917991881371428,20.884565763283362,1,1
Economy,TextRCNN,Keyword,13,0.7936241610738255,0.7969798657718121,0.5113028058690594,0.5305406373075546,0.499986223618229,0.4844413944170636,20.723683318779504,20.743653657949075,1,2
Amazon,TextRCNN,Idiom,11,0.71,0.7183333333333334,0.7092731829573935,0.7179188307262616,0.7182304874612567,0.7312000000000001,16.318032613972484,16.320716210163436,1,1
Amazon,TextRCNN,RandomMask,14,0.73,0.7366666666666667,0.7274532015836875,0.7360919335441629,0.7098447954121343,0.7197477729956963,16.256971331928387,16.331030156771874,1,1
Amazon,TextRCNN,Noun,14,0.745,0.7433333333333333,0.7441293289666225,0.7422996686710026,0.6895659672319632,0.7382104376776876,16.353517475602086,16.335227214365794,1,1
Amazon,TextRCNN,Normal,14,0.74,0.7416666666666667,0.7399537695590327,0.7416314998430342,0.691358024691358,0.7266180654338548,16.220704044391717,16.220704044391717,1,1
Economy,TextRCNN,RandomMask,14,0.7969798657718121,0.7986577181208053,0.598586179065431,0.5962333175259129,0.5573899720211396,0.5514460638735322,19.32671707567826,19.552588490075124,1,1
Economy,TextRCNN,Idiom,9,0.8053691275167785,0.790268456375839,0.5856646290303249,0.49100548620932316,0.5589584902108433,0.5028611549938564,20.74874907896096,20.37594697606981,1,1
Amazon,TextRCNN,Keyword,14,0.7383333333333333,0.7366666666666667,0.7381231043810169,0.7364792741505071,0.7358183500351128,0.7360066833751044,16.217748359199984,16.218057866503965,1,2
Economy,TextRCNN,Normal,14,0.8003355704697986,0.7936241610738255,0.5856637943624945,0.5919512398764297,0.4934499257548259,0.5471420201610916,19.555267697417342,19.891394349998578,1,1
